Identyfikator Produktu Leczniczego;Nazwa Produktu Leczniczego;Rodzaj preparatu;Moc;Postać farmaceutyczna;;
100448803;Sunitinib Accord;Ludzki;7,5 mg + 46 mg;Kapsułki o zmodyfikowanym uwalnianiu, twarde;;
100427907;Orgametril;Ludzki;7,5 mg + 850 mg;Tabletki powlekane;;
100279364;Atorvastatin Krka;Ludzki;7,5 mg pochodnych hydroksyantracenu w przeliczeniu na sennozyd B/tabletkę;Tabletki;;
100137084;Angeliq;Ludzki;7,5 mg/0,6 ml;Roztwór do wstrzykiwań;;
100332360;Aryzalera;Ludzki;7,5 mg/1,5 ml;Roztwór do stosowania w jamie ustnej;;
100359838;Hidrasec 30 mg;Ludzki;7,5 mg/5 ml;Syrop;;
100365201;Afobam;Ludzki;7,5 mg/5 ml;Syrop;;
100021460;Efrinol 1%;Ludzki;7,5 mg/g;Krople doustne;;
100106675;Woda do wstrzykiwań BRAUN;Ludzki;7,5 mg/g;Krem;;
100163302;balance 4,25% z 4,25% glukozą i wapniem 1,25 mmol/l;Ludzki;7,5 mg/g;Emulsja na skórę;;
100355734;Ivabradine Anpharm;Ludzki;7,5 mg/g;Krople doustne;;
100376357;Zulbex;Ludzki;7,5 mg/g;Krople doustne;;
100381810;Solpadeine Max;Ludzki;7,5 mg/g;Krople doustne;;
100428433;Dasatinib SUN;Ludzki;7,5 mg/g;Żel;;
100429792;Xanax;Ludzki;7,5 mg/g;Krople doustne;;
100456409;Penicryl;Ludzki;7,5 mg/g;Krople doustne;;
100540683;Camilia;Ludzki;7,5 mg/g;Żel dopochwowy;;
100106712;Clindacne;Ludzki;7,5 mg/g ;Żel;;
100003188;Aflegan;Ludzki;7,5 mg/ml;Roztwór do wstrzykiwań;;
100017517;Delacet;Ludzki;7,5 mg/ml;Krople doustne, roztwór;;
100166832;Monural;Ludzki;7,5 mg/ml;Roztwór do wstrzykiwań;;
100239086;Nicorette Icy White Gum;Ludzki;7,5 mg/ml;Roztwór do wstrzykiwań;;
100480543;Travocort;Ludzki;7,5 mg/ml;Roztwór do wstrzykiwań;;
100510562;Eltrombopag TZF;Ludzki;7,5 x 106;Zawiesina do wstrzykiwań;;
100497760;Mounjaro;Ludzki;7,6 mg;Proszek i rozpuszczalnik do sporządzania roztworu do wstrzykiwań;;
100009162;Bellergot;Ludzki;7,87 mg/g;Granulat do sporządzania zawiesiny doustnej;;
100300874;Itami;Ludzki;7,87 mg/g;Granulat do sporządzania zawiesiny doustnej;;
100301135;Telmisartan HCT EGIS;Ludzki;7,87 mg/g;Granulat do sporządzania zawiesiny doustnej;;
100305593;Mozarin Swift;Ludzki;7,87 mg/g;Granulat do sporządzania zawiesiny doustnej;;
100358856;Obizur;Ludzki;7,87 mg/g;Granulat do sporządzania zawiesiny doustnej;;
100444923;Ibuxal Max;Ludzki;7,87 mg/g;Granulat do sporządzania zawiesiny doustnej;;
100448045;Metformin hydrochloride Sandoz;Ludzki;7,87 mg/g;Granulat do sporządzania zawiesiny doustnej;;
100507607;Vagifem;Ludzki;7,9 mg;Kapsułki miękkie;;
100003165;Aethylum chloratum Filofarm;Ludzki;70 g;Aerozol;;
100363410;Caspofungin Fresenius Kabi;Ludzki;70 mcg/1 ml;Roztwór do wstrzykiwań;;
100264262;Elestar HCT;Ludzki;70 mcg/h;System transdermalny;;
100395662;Benlysta;Ludzki;70 mcg/h;System transdermalny;;
100040367;Macmiror complex 500;Ludzki;70 mg;Tabletki;;
100104475;Cipronex 0,3%;Ludzki;70 mg;Kapsułki twarde;;
100118827;Ziele Tymianku;Ludzki;70 mg;Tabletki drażowane;;
100120830;Venescin forte;Ludzki;70 mg;Tabletki powlekane;;
100127039;Aranesp;Ludzki;70 mg;Proszek do przygotowania koncentratu do sporządzania roztworu do infuzji;;
100127884;Cyto-Protectin MR;Ludzki;70 mg;Tabletki;;
100142725;Liść Szałwii;Ludzki;70 mg;Tabletki powlekane;;
100165459;Nurofen Mięśnie i Stawy Forte;Ludzki;70 mg;Tabletki;;
100244124;Devipasta;Ludzki;70 mg;Tabletki;;
100394036;Fiordatussi;Ludzki;70 mg;Proszek do sporządzania koncentratu roztworu do infuzji;;
100397885;Fervex;Ludzki;70 mg;Proszek do sporządzania koncentratu roztworu do infuzji;;
100412053;Dasatinib Zentiva;Ludzki;70 mg;Proszek do sporządzania koncentratu roztworu do infuzji;;
100412449;Atenza;Ludzki;70 mg;Proszek do sporządzania koncentratu roztworu do infuzji;;
100416370;Alunbrig;Ludzki;70 mg;Tabletki powlekane;;
100423520;Preductal MR;Ludzki;70 mg;Plaster leczniczy;;
100434280;Adoben;Ludzki;70 mg;Tabletki powlekane;;
100434416;Lenalidomide Glenmark;Ludzki;70 mg;Tabletki powlekane;;
100452121;Sunitinib Vipharm;Ludzki;70 mg;Tabletki powlekane;;
100481110;Zovirax Intensive;Ludzki;70 mg;Tabletki powlekane;;
100484278;Enzalutamide Sandoz;Ludzki;70 mg;Tabletka;;
;;;70 mg;Tabletki powlekane;;
100145190;Prestarium 2,5 mg;Ludzki;70 mg + 2800 j.m.;Tabletki;;
100331946;Sinora;Ludzki;70 mg + 2800 j.m.;Tabletki;;
100340939;Hydroxyzinum Adamed;Ludzki;70 mg + 2800 j.m.;Tabletki;;
100331952;Adrenalina Aguettant;Ludzki;70 mg + 5600 j.m.;Tabletki;;
100333840;Helituspan APTEO MED;Ludzki;70 mg + 5600 j.m.;Tabletki;;
100340945;Hydroxyzinum Adamed;Ludzki;70 mg + 5600 j.m.;Tabletki;;
100048848;Cusi Erythromycin 0,5%;Ludzki;70 mg sylimaryny w przeliczeniu na sylibininę;Tabletki;;
100486218;Ztalmy;Ludzki;70 mg sylimaryny w przeliczeniu na sylibininę;Tabletki powlekane;;
100432021;Prestarium 5 mg;Ludzki;70 mg/ml;Roztwór do wstrzykiwań;;
100495545;Xolair;Ludzki;70 mln j./0,73 ml;Roztwór do wstrzykiwań lub infuzji w ampułko-strzykawce;;
100410203;Xanirva;Ludzki;70.000 j.m./g;Proszek do podania w wodzie do picia lub w mleku (preparacie mlekozastępczym);;
100337995;Physioneal 40 Clear-Flex;Ludzki;700 j.m./ fiolkę;Proszek i rozpuszczalnik do sporządzania roztworu do wstrzykiwań;;
100259692;Travogen;Ludzki;700 mcg;Implant do ciała szklistego w aplikatorze;;
100092341;Haemate P 1000 j.m. FVIII/2400 j.m. VWF;Ludzki;700 mg;Tabletki powlekane;;
100278376;Delortan;Ludzki;700 mg;Plaster leczniczy;;
100512345;Concor 5;Ludzki;700 mg;Zawiesina do wstrzykiwań o przedłużonym uwalnianiu w ampułko-strzykawce;;
100413957;Pelmeg;Ludzki;700 mg/1 g;Proszek do sporządzania roztworu doustnego;;
100418771;Wellbutrin XR;Ludzki;700 mg/100 ml;Syrop;;
100223671;Zaldiar Effervescent;Ludzki;700 mg/g;Proszek do sporządzania roztworu doustnego;;
100456612;Darifenacin Aristo;Ludzki;7000 IU;Tabletki powlekane;;
100523988;Vgenfli;Ludzki;7000 IU;Tabletki powlekane;;
100498260;Gabapentin Teva;Ludzki;7000 j.m;Tabletki;;
100363337;Tonicard;Ludzki;7000 j.m.;Tabletki powlekane;;
100222950;Pedicetamol;Ludzki;7000 j.m./0,7 ml;Roztwór do wstrzykiwań;;
100245715;Xeplion;Ludzki;7000 j.m./0,7 ml;Roztwór do wstrzykiwań;;
100331691;Ovixan;Ludzki;7000 j.m./0,7 ml;Roztwór do wstrzykiwań w ampułko-strzykawce;;
100454795;Kardatuxan;Ludzki;715 mg/1 ml;Roztwór do nakrapiania;;
100411697;Gefitinib Mylan;Ludzki;72 mcg/2,16 ml;Roztwór do wstrzykiwań;;
100451620;Darazur;Ludzki;72 mg + 1,44 mg + 300 mg;Tabletka do rozgryzania i żucia;;
100127631;Yentreve;Ludzki;720 j. ELISA + 20 mcg/ml;Zawiesina do wstrzykiwań w ampułko-strzykawce;;
100125537;NeoRecormon;Ludzki;74 MBq/ml;Roztwór do wstrzykiwań;;
100446490;XABOPLAX;Ludzki;74 MBq/ml;Roztwór do wstrzykiwań;;
100464486;Progesterone Besins;Ludzki;74 MBq/ml;Roztwór do wstrzykiwań;;
100482112;Cloxacillin Eugia;Ludzki;74 MBq/ml;Roztwór do wstrzykiwań;;
100324745;Lutenyl;Ludzki;74 mg;Tabletki powlekane;;
100522257;Conexxence;Ludzki;74 mg;Tabletki powlekane;;
100523143;Tolvaptan Sandoz;Ludzki;74 mg;Tabletki powlekane;;
100446454;Rivaroxaban Orion;Ludzki;74,2 mg;Implant;;
100386060;Betahistine dihydrochloride Accord;Ludzki;74,4 mg + 90 mg + 3,60 mg + 74,4 mg;Roztwór do nakrapiania;;
100120534;Thromboreductin;Ludzki;741 mg/ml (350 mg jodu/ml);Roztwór do wstrzykiwań i infuzji;;
100180387;Mirtagen;Ludzki;75 000 SQ-T;Liofilizat podjęzykowy;;
100489876;Bupropion Accord;Ludzki;75 g/300 ml;Roztwór doustny;;
100496039;Gutron;Ludzki;75 IU;Proszek i rozpuszczalnik do sporządzania roztworu do wstrzykiwań;;
100113563;Normodipine;Ludzki;75 j.m;Proszek i rozpuszczalnik do sporządzania roztworu do wstrzykiwań;;
100087239;Salofalk 500;Ludzki;75 j.m.;Proszek i rozpuszczalnik do sporządzania roztworu do wstrzykiwań;;
100365483;Lorinden A;Ludzki;75 j.m.;Proszek i rozpuszczalnik do sporządzania roztworu do wstrzykiwań;;
100091867;Nutriflex Peri;Ludzki;75 j.m. (5,5 mcg);Proszek i rozpuszczalnik do sporządzania roztworu do wstrzykiwań;;
100193295;Orofar Max;Ludzki;75 j.m. + 150 j.m.;Proszek i rozpuszczalnik do sporządzania roztworu do wstrzykiwań;;
100112813;Niquitin przezroczysty;Ludzki;75 j.m. FSH + 75 j.m. LH;Proszek i rozpuszczalnik do sporządzania roztworu do wstrzykiwań;;
100352279;Cefuroxime Axetil Aurovitas;Ludzki;75 j.m./0,125 ml;Roztwór do wstrzykiwań;;
100048535;Novothyral 75;Ludzki;75 mcg;Tabletki;;
100122527;Trioxal;Ludzki;75 mcg;Tabletki;;
100180192;Symasteride;Ludzki;75 mcg;Tabletki powlekane;;
100288529;Rowachol;Ludzki;75 mcg;Tabletki powlekane;;
100288720;Azelastin COMOD;Ludzki;75 mcg;Tabletki powlekane;;
100317768;Ramizek Combi;Ludzki;75 mcg;Tabletki powlekane;;
100321161;Mercurius Dulcis;Ludzki;75 mcg;Tabletki powlekane;;
100340508;Willfact 500 j.m.;Ludzki;75 mcg;Tabletki;;
100353066;Praluent;Ludzki;75 mcg;Tabletki powlekane;;
100371526;Iloprost Zentiva;Ludzki;75 mcg;Tabletki powlekane;;
100396302;Brineura;Ludzki;75 mcg;Tabletki;;
100396443;Telmix Plus;Ludzki;75 mcg;Tabletki powlekane;;
100428516;Dasatinib SUN;Ludzki;75 mcg;Tabletki;;
100430594;Sumilar;Ludzki;75 mcg;Tabletki;;
100431777;Temozolomide Glenmark;Ludzki;75 mcg;Roztwór doustny w pojemniku jednodawkowym;;
100437685;Tadalafil Aristo;Ludzki;75 mcg;Tabletki;;
100465228;Dorzolamid + Timolol Misom;Ludzki;75 mcg;Tabletki;;
100506389;Tuznue;Ludzki;75 mcg;Tabletki powlekane;;
100526156;Tritace 10;Ludzki;75 mcg;Tabletki powlekane;;
100539304;Gynoxin Uno;Ludzki;75 mcg;Tabletki powlekane;;
100048720;Hipuran - 131^I do wstrzykiwań;Ludzki;75 mcg + 15 mcg;Tabletki;;
100094392;Hasceral;Ludzki;75 mcg + 20 mcg;Tabletki drażowane;;
100162314;Opokan max;Ludzki;75 mcg + 20 mcg;Tabletki powlekane;;
100282722;Paracetamol Biofarm;Ludzki;75 mcg + 20 mcg;Tabletki drażowane;;
100304501;Cerazette;Ludzki;75 mcg + 20 mcg;Tabletki drażowane;;
100441570;Lesiplus;Ludzki;75 mcg + 20 mcg;Tabletki drażowane;;
100449079;Sirdalud;Ludzki;75 mcg + 20 mcg;Tabletki drażowane;;
100157230;Maść kamforowa;Ludzki;75 mcg/0,3 ml (250 mcg/ml);Roztwór do wstrzykiwań;;
100230530;Dorzostill;Ludzki;75 mcg/1 ml;Roztwór do wstrzykiwań;;
100237957;Co-Dipper;Ludzki;75 mcg/1 ml;Roztwór do wstrzykiwań;;
100383593;Clopizam;Ludzki;75 mcg/1 ml;Roztwór do wstrzykiwań;;
100440977;VIXARGIO;Ludzki;75 mcg/dawkę;Proszek i rozpuszczalnik do sporządzania roztworu do wstrzykiwań;;
100081219;Depo-Provera;Ludzki;75 mcg/h;System transdermalny;;
100152994;Węgiel leczniczy VP;Ludzki;75 mcg/h;System transdermalny;;
100179705;Invega;Ludzki;75 mcg/h;System transdermalny, plaster;;
100190606;Olanzapin Krka;Ludzki;75 mcg/h;System transdermalny;;
100377581;Inhixa;Ludzki;75 mcg/ml;Roztwór do wstrzykiwań;;
100002148;Acard;Ludzki;75 mg;Tabletki dojelitowe;;
100002310;Acesan;Ludzki;75 mg;Tabletki;;
100005655;Anafranil SR 75;Ludzki;75 mg;Tabletki powlekane o przedłużonym uwalnianiu;;
100016943;Dalacin C;Ludzki;75 mg;Kapsułki;;
100033309;Ketonal forte;Ludzki;75 mg;Tabletki dojelitowe;;
100040350;Macmiror complex;Ludzki;75 mg;Tabletki powlekane;;
100043437;Metoclopramidum 0,5% Polpharma;Ludzki;75 mg;Tabletki o przedłużonym uwalnianiu;;
100072002;Xanax;Ludzki;75 mg;Tabletki o przedłużonym uwalnianiu;;
100077318;Curatoderm;Ludzki;75 mg;Tabletki dojelitowe;;
100079553;Relsed;Ludzki;75 mg;Kapsułki o zmodyfikowanym uwalnianiu;;
100080823;Gabitril;Ludzki;75 mg;Kapsułki o przedłużonym uwalnianiu, twarde;;
100083566;Exelon;Ludzki;75 mg;Tabletki;;
100084850;Nebilet;Ludzki;75 mg;Tabletki powlekane;;
100086010;Bi-Profenid;Ludzki;75 mg;Tabletki powlekane;;
100093984;Doxar;Ludzki;75 mg;Kapsułki twarde;;
100094624;Zyban;Ludzki;75 mg;Kapsułki o zmodyfikowanym uwalnianiu;;
100095078;Zdrój;Ludzki;75 mg;Kapsułki o przedłużonym uwalnianiu, twarde;;
100106468;Aerius;Ludzki;75 mg;Tabletki o przedłużonym uwalnianiu;;
100110100;Tolperis VP;Ludzki;75 mg;Tabletki o zmodyfikowanym uwalnianiu;;
100111972;Arava;Ludzki;75 mg;Tabletki powlekane o przedłużonym uwalnianiu;;
100113698;Setronon;Ludzki;75 mg;Kapsułki twarde;;
100119241;Carvetrend;Ludzki;75 mg;Proszek i rozpuszczalnik do sporządzania roztworu do wstrzykiwań;;
100127424;Ceplene;Ludzki;75 mg;Tabletki;;
100127430;Metalyse;Ludzki;75 mg;Tabletki powlekane;;
100132224;Maść nagietkowa;Ludzki;75 mg;Tabletki powlekane;;
100133838;Ranopril;Ludzki;75 mg;Kapsułki miękkie;;
100140583;Tarceva;Ludzki;75 mg;Tabletki powlekane;;
100158360;Plasmalyte;Ludzki;75 mg;Tabletki powlekane;;
100182334;Priorix-Tetra;Ludzki;75 mg;Kapsułki o przedłużonym uwalnianiu, twarde;;
100190807;Mycophenolate mofetil Teva;Ludzki;75 mg;Kapsułki o przedłużonym uwalnianiu;;
100204946;Bilobil Forte;Ludzki;75 mg;Tabletki o przedłużonym uwalnianiu;;
100206514;Somac Control;Ludzki;75 mg;Kapsułki twarde;;
100213709;Faxigen XL 75 mg;Ludzki;75 mg;Tabletki powlekane;;
100218167;Co-Valsacor;Ludzki;75 mg;Tabletki powlekane;;
100222453;Olanzapine Lekam;Ludzki;75 mg;Kapsułki o przedłużonym uwalnianiu, twarde;;
100224015;Ranolteril;Ludzki;75 mg;Tabletka;;
100228326;Flutixon;Ludzki;75 mg;Tabletki powlekane;;
100230955;Ultop;Ludzki;75 mg;Kapsułki o przedłużonym uwalnianiu, twarde;;
100234953;Prefemin PMS;Ludzki;75 mg;Roztwór do wstrzykiwań w ampułko-strzykawce;;
100236018;Cuprenil;Ludzki;75 mg;Tabletki powlekane;;
100236886;Simvasterol;Ludzki;75 mg;Kapsułki o przedłużonym uwalnianiu, twarde;;
100237041;Octanate;Ludzki;75 mg;Tabletki powlekane;;
100237621;Tobramycin B. Braun;Ludzki;75 mg;Tabletki powlekane;;
100238193;Dipper-Mono;Ludzki;75 mg;Kapsułki o przedłużonym uwalnianiu, twarde;;
100239784;Escitalopram Actavis;Ludzki;75 mg;Tabletki powlekane;;
100240304;Toptelmi;Ludzki;75 mg;Kapsułki o przedłużonym uwalnianiu, twarde;;
100240416;Akineton;Ludzki;75 mg;Tabletki powlekane;;
100245690;Xeplion;Ludzki;75 mg;Tabletki do żucia;;
100246554;Atussan;Ludzki;75 mg;Tabletki powlekane;;
100247401;Antytoksyna jadu żmij;Ludzki;75 mg;Tabletki powlekane;;
100248145;Neurotop retard 600;Ludzki;75 mg;Tabletki powlekane;;
100248228;Moviprep;Ludzki;75 mg;Tabletki powlekane;;
100250099;Calgel;Ludzki;75 mg;Kapsułki o przedłużonym uwalnianiu, twarde;;
100250372;Ketesse SL;Ludzki;75 mg;Tabletki powlekane;;
100251153;Flegamina Classic o smaku malinowym;Ludzki;75 mg;Tabletki powlekane;;
100255910;Logest;Ludzki;75 mg;Kapsułki o przedłużonym uwalnianiu;;
100257428;Debridat;Ludzki;75 mg;Tabletki powlekane;;
100258801;Icandra;Ludzki;75 mg;Kapsułki o przedłużonym uwalnianiu, twarde;;
100282886;Normeg;Ludzki;75 mg;Tabletki powlekane;;
100284046;Floxal;Ludzki;75 mg;Zawiesina do wstrzykiwań o przedłużonym uwalnianiu;;
100287010;Lucetam;Ludzki;75 mg;Tabletki o przedłużonym uwalnianiu;;
100287240;IBUM dla dzieci;Ludzki;75 mg;Tabletki powlekane;;
100304464;Ovaleap;Ludzki;75 mg;Tabletki o przedłużonym uwalnianiu;;
100316208;Ristaben;Ludzki;75 mg;Tabletki powlekane;;
100320782;Valeriana Officinalis;Ludzki;75 mg;Tabletki;;
100320842;Colocynthis;Ludzki;75 mg;Tabletki powlekane;;
100321103;Argentum Metallicum;Ludzki;75 mg;Tabletki powlekane;;
100321920;Sambucus Nigra;Ludzki;75 mg;Tabletki dojelitowe;;
100323250;Ipozumax;Ludzki;75 mg;Kapsułki twarde;;
100327726;RANMET XR;Ludzki;75 mg;Kapsułki o przedłużonym uwalnianiu, twarde;;
100332466;Sastium;Ludzki;75 mg;Proszek i rozpuszczalnik do sporządzania roztworu do nebulizacji;;
100332549;Nomefren;Ludzki;75 mg;Tabletki powlekane;;
100332590;Oxyrin Apteo Med;Ludzki;75 mg;Tabletki powlekane;;
100332615;Cisatracurium Accord;Ludzki;75 mg;Tabletki powlekane;;
100334070;Dexamethasone Krka;Ludzki;75 mg;Proszek do sporządzania roztworu doustnego;;
100334761;Scenesse;Ludzki;75 mg;Tabletki powlekane;;
100335855;Torvacard neo;Ludzki;75 mg;Tabletki powlekane;;
100338983;Xadago;Ludzki;75 mg;Tabletki powlekane;;
100339592;Escitalopram LEK-AM;Ludzki;75 mg;Kapsułki dojelitowe, twarde;;
100352492;Aricogan;Ludzki;75 mg;Kapsułki twarde;;
100352635;Dalacin T;Ludzki;75 mg;Kapsułki twarde;;
100363047;Armisarte;Ludzki;75 mg;Tabletki powlekane;;
100365603;Valdispert Stres;Ludzki;75 mg;Kapsułki o przedłużonym uwalnianiu, twarde;;
100368369;Neurovit;Ludzki;75 mg;Tabletki powlekane;;
100370478;Cholestil Max;Ludzki;75 mg;Lamelki ulegające rozpadowi w jamie ustnej;;
100371928;Tadalafil Belupo;Ludzki;75 mg;Kapsułki twarde;;
100372514;Idelvion;Ludzki;75 mg;Kapsułki twarde;;
100375435;Sotalol Aurovitas;Ludzki;75 mg;Tabletki dojelitowe;;
100375843;Pioglitazone Accord;Ludzki;75 mg;Kapsułki twarde;;
100376883;Zepatier;Ludzki;75 mg;Kapsułki twarde;;
100378882;Rupaxa;Ludzki;75 mg;Tabletki dojelitowe;;
100379290;Roxiper;Ludzki;75 mg;Tabletki dojelitowe;;
100379999;Ibrance;Ludzki;75 mg;Kapsułki twarde;;
100380873;Tadaxin;Ludzki;75 mg;Kapsułki twarde;;
100383340;Iclusig;Ludzki;75 mg;Roztwór do wstrzykiwań;;
100383848;MabThera;Ludzki;75 mg;Kapsułki twarde;;
100388490;Everolimus Synthon;Ludzki;75 mg;Tabletki dojelitowe;;
100388797;Tadalafil Lilly;Ludzki;75 mg;Tabletki powlekane;;
100390185;Dutafin;Ludzki;75 mg;Tabletki;;
100391871;Ivabradine Accord;Ludzki;75 mg;Tabletki o przedłużonym uwalnianiu;;
100393284;ACC;Ludzki;75 mg;Kapsułki twarde;;
100395716;Elecoxel;Ludzki;75 mg;Tabletki dojelitowe;;
100399588;Milurit;Ludzki;75 mg;Tabletki powlekane;;
100402391;Sigletic;Ludzki;75 mg;Tabletki o przedłużonym uwalnianiu;;
100410077;V-NaF;Ludzki;75 mg;Kapsułki twarde;;
100412627;Sitagliptin Adamed;Ludzki;75 mg;Tabletki powlekane;;
100414595;Asterdan;Ludzki;75 mg;Tabletka;;
100415034;Cyclo 3 Fort;Ludzki;75 mg;Tabletki powlekane;;
100415130;Milrinone Zentiva;Ludzki;75 mg;Granulat w saszetce;;
100415962;Hyalgan;Ludzki;75 mg;Kapsułki twarde;;
100420101;Bibloc;Ludzki;75 mg;Kapsułki twarde;;
100420259;Gerodaza;Ludzki;75 mg;Tabletki;;
100421247;Nimotop S;Ludzki;75 mg;Maść dowymieniowa;;
100426032;Cefepime Accord;Ludzki;75 mg;Kapsułki twarde;;
100429964;Tavlesse;Ludzki;75 mg;Tabletki powlekane;;
100433210;Brimogen;Ludzki;75 mg;Kapsułki o przedłużonym uwalnianiu, twarde;;
100433486;Rivaroxaban Ranbaxy;Ludzki;75 mg;Kapsułki twarde;;
100434920;Egoropal;Ludzki;75 mg;Kapsułki twarde;;
100437981;Sortis 20;Ludzki;75 mg;Tabletki;;
100438182;Uldiulan;Ludzki;75 mg;Tabletki o zmodyfikowanym uwalnianiu;;
100438578;Tullex;Ludzki;75 mg;Kapsułki o przedłużonym uwalnianiu, twarde;;
100440380;Fulvestrant Reddy;Ludzki;75 mg;Tabletki powlekane;;
100440517;Diprogenta;Ludzki;75 mg;Roztwór do wstrzykiwań w ampułko-strzykawce;;
100454262;LisiHEXAL 20;Ludzki;75 mg;Kapsułki twarde;;
100457341;Hypnomidate;Ludzki;75 mg;Kapsułki twarde;;
100458837;Coxydyna;Ludzki;75 mg;Tabletki powlekane;;
100459450;Benzydamine neo-angin smak cytrynowy;Ludzki;75 mg;Zawiesina do wstrzykiwań o przedłużonym uwalnianiu w ampułko-strzykawce;;
100459510;Kogavant;Ludzki;75 mg;Zawiesina do wstrzykiwań o przedłużonym uwalnianiu w ampułko-strzykawce;;
100461480;Alpragen;Ludzki;75 mg;Tabletki o przedłużonym uwalnianiu;;
100463698;Bactrim Forte;Ludzki;75 mg;Proszek do sporządzania roztworu do wstrzykiwań;;
100464363;Fragmin;Ludzki;75 mg;Kapsułki twarde;;
100466465;Oxycort;Ludzki;75 mg;Kapsułki twarde;;
100467214;Metformin Medreg;Ludzki;75 mg;Tabletki powlekane;;
100467597;Wegovy;Ludzki;75 mg;Tabletki powlekane;;
100468196;Soluvit N;Ludzki;75 mg;Kapsułki twarde;;
100469817;Pregabalin Medreg;Ludzki;75 mg;Tabletki powlekane;;
100470656;Tabrecta;Ludzki;75 mg;Zawiesina do wstrzykiwań o przedłużonym uwalnianiu;;
100472583;Dupixent;Ludzki;75 mg;Tabletki powlekane;;
100473340;Lamilept;Ludzki;75 mg;Tabletki powlekane;;
100477894;Travogen;Ludzki;75 mg;Kapsułki o przedłużonym uwalnianiu, twarde;;
100478454;Prolastin;Ludzki;75 mg;Kapsułki twarde;;
100481591;Amlopin 10 mg;Ludzki;75 mg;Tabletki dojelitowe;;
100483966;Rivaroxaban Polpharma;Ludzki;75 mg;Kapsułki twarde;;
100485542;Diclac 75 Duo;Ludzki;75 mg;Kapsułki twarde;;
100486699;Pomalidomide Glenmark;Ludzki;75 mg;Kapsułki o przedłużonym uwalnianiu, twarde;;
100487210;Alpragen;Ludzki;75 mg;Kapsułki twarde;;
100487259;Singulair 10;Ludzki;75 mg;Kapsułki twarde;;
100488054;Tiaprid PMCS;Ludzki;75 mg;Kapsułki twarde;;
100488184;Noradrenaline Swiss2Care;Ludzki;75 mg;Kapsułki twarde;;
100488211;Egolanza;Ludzki;75 mg;Kapsułki twarde;;
100488919;Pomalidomide Olpha;Ludzki;75 mg;Kapsułki twarde;;
100489427;Naltex;Ludzki;75 mg;Kapsułki twarde;;
100489459;Davercin;Ludzki;75 mg;Kapsułki twarde;;
100491464;Kalydeco;Ludzki;75 mg;Tabletki dojelitowe;;
100492670;Eylea;Ludzki;75 mg;Tabletki o przedłużonym uwalnianiu;;
100495297;Fromilid Uno;Ludzki;75 mg;Proszek i rozpuszczalnik do sporządzania zawiesiny do wstrzykiwań o przedłużonym uwalnianiu;;
100495629;Skinoren;Ludzki;75 mg;Kapsułki twarde;;
100495727;Azyter;Ludzki;75 mg;Kapsułki twarde;;
100497178;Acidum ascorbicum Delfarma;Ludzki;75 mg;Tabletki powlekane;;
100497185;Azalia;Ludzki;75 mg;Roztwór do wstrzykiwań w ampułko-strzykawce;;
100498187;Beto 50 ZK;Ludzki;75 mg;Kapsułki twarde;;
100500430;Dimethyl Fumarate Olpha;Ludzki;75 mg;Kapsułki twarde;;
100500864;Tiorfan;Ludzki;75 mg;Kapsułki twarde;;
100501593;Faringo INTENSIV;Ludzki;75 mg;Liofilizat doustny;;
100503032;Selexipag STADA;Ludzki;75 mg;Kapsułki twarde;;
100506676;Elocom;Ludzki;75 mg;Kapsułki twarde;;
100507776;Kayfanda;Ludzki;75 mg;Tabletki dojelitowe;;
100508459;Abilify Maintena;Ludzki;75 mg;Zawiesina do wstrzykiwań o przedłużonym uwalnianiu w ampułko-strzykawce;;
100508518;Chibroxin;Ludzki;75 mg;Zawiesina do wstrzykiwań o przedłużonym uwalnianiu w ampułko-strzykawce;;
100510692;Brazier;Ludzki;75 mg;Tabletki powlekane;;
100513042;Bupropion Neuraxpharm;Ludzki;75 mg;Kapsułki twarde;;
100513393;Dexamethasone Krka;Ludzki;75 mg;Zawiesina do wstrzykiwań o przedłużonym uwalnianiu w ampułko-strzykawce;;
100513673;Welireg;Ludzki;75 mg;Granulat dojelitowy;;
100514430;Oscillococcinum;Ludzki;75 mg;Kapsułki twarde;;
100516139;Capvaxive;Ludzki;75 mg;Zawiesina do wstrzykiwań o przedłużonym uwalnianiu w ampułko-strzykawce;;
100517040;Rybrevant;Ludzki;75 mg;Tabletki powlekane;;
100518098;Trabectedin Accord;Ludzki;75 mg;Tabletki powlekane;;
100522200;Ezmekly;Ludzki;75 mg;Tabletki powlekane;;
100526058;Romvimza;Ludzki;75 mg;Tabletki powlekane;;
100526559;Femoston mini;Ludzki;75 mg;Kapsułki twarde;;
100527308;Austedo;Ludzki;75 mg;Tabletki o przedłużonym uwalnianiu;;
100533524;Beto 50 ZK;Ludzki;75 mg;Tabletki o przedłużonym uwalnianiu;;
100533531;Beto 150 ZK;Ludzki;75 mg;Tabletki powlekane;;
100534580;Cirrus;Ludzki;75 mg;Tabletki powlekane;;
;;;75 mg;Tabletki powlekane;;
100087340;Betnovate N;Ludzki;75 mg + 0,2 mg;Tabletki;;
100537168;Ducressa;Ludzki;75 mg + 0,2 mg;Tabletki dojelitowe;;
100253146;Megastril;Ludzki;75 mg + 100 mg;Tabletki powlekane;;
100457653;Bixebra;Ludzki;75 mg + 100 mg;Tabletki powlekane;;
